week,category,weekly_rank,weekly_hours_viewed,cumulative_weeks_in_top_10,Show_title,type,description,release_year,age_certification,runtime_mins,genres,production_countries,imdb_id,imdb_score,imdb_votes,drama,comedy,action,family,crime,romance,month_year
2022-04-10,TV (English),4,17700000,1,jimmy savile: a british horror story,SHOW,"Jimmy Savile was one of the United Kingdom’s most beloved TV personalities. Shortly after his death in 2011, an investigation prompted more than 450 horrific allegations of sexual assault and abuse, with victims as young as 5.",2022,TV-MA,85.0,"documentation, crime",United Kingdom,tt18970454,6.7,6536.0,0,0,0,0,1,0,2022-04
2022-04-10,TV (English),5,17320000,9,inventing anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68.0,drama,United States,tt8740976,6.8,61061.0,1,0,0,0,0,0,2022-04
2022-04-10,TV (English),6,15170000,1,better call saul,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49.0,"drama, crime",United States,tt3032476,8.8,438575.0,1,0,0,0,1,0,2022-04
2022-04-10,TV (English),7,14760000,3,is it cake?,SHOW,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,TV-PG,39.0,reality,United States,tt18314214,5.7,2411.0,0,0,0,0,0,0,2022-04
2022-04-10,TV (English),8,13770000,1,super pupz,SHOW,"Four pups with superpowers team up to help their new friends and a furry alien comrade in this cuddly, cosmic adventure.",2022,TV-Y7,29.0,"comedy, family, fantasy, scifi",Canada,tt18469966,6.6,104.0,0,1,0,1,0,0,2022-04
2022-04-10,TV (English),9,12970000,5,the last kingdom,SHOW,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,TV-MA,55.0,"action, drama, war, history, european",United Kingdom,tt4179452,8.5,132561.0,1,0,1,0,0,0,2022-04
2022-04-10,TV (English),10,12630000,1,cocomelon,series,"In the town of Cocomelon, baby JJ and his siblings go on fun every-day adventures with nursery, play, exploration, and learning - situations that any preschooler could relate to. Fun, relatable stories set to toe-tapping songs.",2018,TV-PG,0.0,"animation, family",United States,tt12427840,4.7,653.0,0,0,0,1,0,0,2022-04
2022-04-10,TV (Non-English),1,51380000,1,elite,SHOW,"When three working class kids enroll in the most exclusive school in Spain, the clash between the wealthy and the poor students leads to tragedy.",2018,TV-MA,48.0,"thriller, drama, crime",Spain,tt7134908,7.4,75337.0,1,0,0,0,1,0,2022-04
2022-04-10,TV (Non-English),2,41460000,5,business proposal,SHOW,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,2022,TV-14,61.0,"drama, romance, comedy",South Korea,tt14819828,8.1,7806.0,1,1,0,0,0,1,2022-04
2022-04-10,TV (Non-English),3,22530000,7,twenty five twenty one,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76.0,"drama, romance",South Korea,tt17513352,8.7,5746.0,1,0,0,0,0,1,2022-04
2022-04-10,TV (Non-English),4,14830000,7,forecasting love and weather,SHOW,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",2022,TV-14,66.0,"drama, romance",South Korea,tt15140592,7.1,1617.0,1,0,0,0,0,1,2022-04
2022-04-10,TV (Non-English),6,10590000,18,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2022-04
2022-04-10,TV (Non-English),7,9040000,5,thirty-nine,SHOW,"Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.",2022,TV-MA,73.0,"drama, romance",South Korea,tt15309342,7.9,150.0,1,0,0,0,0,1,2022-04
2022-04-10,TV (Non-English),8,8130000,11,all of us are dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61.0,"action, drama, scifi, horror, thriller, fantasy",South Korea,tt14169960,7.5,45027.0,1,0,1,0,0,0,2022-04
2022-04-10,TV (Non-English),10,6210000,7,juvenile justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61.0,"drama, crime",South Korea,tt15553922,8.0,2633.0,1,0,0,0,1,0,2022-04
2022-04-03,Films (English),1,17720000,4,the adam project,MOVIE,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",2022,PG-13,106.0,"drama, action, comedy, scifi",United States,tt2463208,6.7,183489.0,1,1,1,0,0,0,2022-04
2022-04-03,Films (English),2,12450000,1,the bubble,MOVIE,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,2022,R,126.0,comedy,United States,tt13610562,4.7,22479.0,0,1,0,0,0,0,2022-04
2022-04-03,Films (English),3,12070000,1,trust no one: the hunt for the crypto king,MOVIE,"When the young founder of a collapsing cryptocurrency exchange dies unexpectedly, irate investors suspect there's more to his death than meets the eye.",2022,R,9.0,"documentation, crime",United Kingdom,tt15479902,6.3,4444.0,0,0,0,0,1,0,2022-04
2022-04-03,Films (English),4,9880000,1,the blind side,MOVIE,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",2009,PG-13,129.0,"drama, sport",United States,tt0878804,7.6,327675.0,1,0,0,0,0,0,2022-04
2022-04-03,Films (English),5,8730000,3,6 underground,MOVIE,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019,R,128.0,"thriller, comedy, action",United States,tt8106534,6.1,172083.0,0,1,1,0,0,0,2022-04
2022-04-03,Films (English),6,7850000,1,blade runner 2049,MOVIE,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",2017,R,164.0,"scifi, action, drama, thriller","Canada, Hungary, Mexico, Spain, United Kingdom, United States",tt1856101,8.0,549712.0,1,0,1,0,0,0,2022-04
2022-04-03,Films (English),7,7690000,1,shrek forever after,movie,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpelstiltskin rules supreme.,2010,PG,95.0,"animation, adventure, comedy",United States,tt0892791,6.3,204913.0,0,1,0,0,0,0,2022-04
2022-04-03,Films (English),8,7000000,3,gemini man,movie,An over-the-hill hitman faces off against a younger clone of himself.,2019,PG-13,117.0,"action, adventure, sci-fi","China, United States",tt1025100,5.7,113927.0,0,0,1,0,0,0,2022-04
2022-04-03,Films (English),10,6140000,1,escape room,movie,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,2019,PG-13,99.0,"action, adventure, horror","United States, South Africa",tt5886046,6.4,122765.0,0,0,1,0,0,0,2022-04
2022-04-03,Films (Non-English),4,3850000,1,ya veremos,movie,"Separated couple Rodrigo and Alejandra are required to see each other occasionally because they have joint custody of their son Santi. When they discover that Santi needs eyesight-saving surgery, Santi makes a pre-operation wishli...",2018,PG-13,85.0,drama,Mexico,tt7948540,5.8,727.0,1,0,0,0,0,0,2022-04
2022-04-03,Films (Non-English),10,2410000,9,through my window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116.0,"drama, romance, comedy",Spain,tt14463484,5.4,9082.0,1,1,0,0,0,1,2022-04
2022-04-03,TV (English),1,251740000,2,bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62.0,"drama, history, romance",United States,tt8740790,7.3,129085.0,1,0,0,0,0,1,2022-04
2022-04-03,TV (English),2,53020000,2,bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62.0,"drama, history, romance",United States,tt8740790,7.3,129085.0,1,0,0,0,0,1,2022-04
2022-04-03,TV (English),3,26510000,2,is it cake?,SHOW,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,TV-PG,39.0,reality,United States,tt18314214,5.7,2411.0,0,0,0,0,0,0,2022-04
2022-04-03,TV (English),4,21960000,8,inventing anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68.0,drama,United States,tt8740976,6.8,61061.0,1,0,0,0,0,0,2022-04
2022-04-03,TV (English),5,19110000,4,the last kingdom,SHOW,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,TV-MA,55.0,"action, drama, war, history, european",United Kingdom,tt4179452,8.5,132561.0,1,0,1,0,0,0,2022-04
2022-04-03,TV (English),6,16490000,3,top boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48.0,"drama, crime, thriller, european",United Kingdom,tt1830379,8.4,24165.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (English),6,16490000,3,top boy,SHOW,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",2019,TV-MA,53.0,"drama, crime",United Kingdom,tt1830379,8.4,25798.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (English),7,16220000,5,pieces of her,series,"On her 30th birthday out for lunch with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed.",2022,TV-MA,1.0,"crime, drama, mystery",United States,tt9170236,6.3,25949.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (English),8,13200000,2,top boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48.0,"drama, crime, thriller, european",United Kingdom,tt1830379,8.4,24165.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (English),8,13200000,2,top boy,SHOW,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",2019,TV-MA,53.0,"drama, crime",United Kingdom,tt1830379,8.4,25798.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (English),9,10050000,5,vikings: valhalla,SHOW,"In this sequel to ""Vikings,"" a hundred years have passed and a new generation of legendary heroes arises to forge its own destiny — and make history.",2022,TV-MA,51.0,"war, action, drama, history, romance",United States,tt11311302,7.1,34833.0,1,0,1,0,0,1,2022-04
2022-04-03,TV (English),10,8310000,2,taboo,series,"Adventurer James Keziah Delaney returns to London during the War of 1812 to rebuild his late father's shipping empire. However, both the government and his biggest competitor want his inheritance at any cost--even murder.",2017,TV-MA,59.0,"drama, mystery, thriller",United Kingdom,tt3647998,8.3,138234.0,1,0,0,0,0,0,2022-04
2022-04-03,TV (Non-English),1,32520000,4,business proposal,SHOW,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,2022,TV-14,61.0,"drama, romance, comedy",South Korea,tt14819828,8.1,7806.0,1,1,0,0,0,1,2022-04
2022-04-03,TV (Non-English),2,26210000,6,twenty five twenty one,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76.0,"drama, romance",South Korea,tt17513352,8.7,5746.0,1,0,0,0,0,1,2022-04
2022-04-03,TV (Non-English),4,15020000,6,forecasting love and weather,SHOW,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",2022,TV-14,66.0,"drama, romance",South Korea,tt15140592,7.1,1617.0,1,0,0,0,0,1,2022-04
2022-04-03,TV (Non-English),5,13510000,4,thirty-nine,SHOW,"Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.",2022,TV-MA,73.0,"drama, romance",South Korea,tt15309342,7.9,150.0,1,0,0,0,0,1,2022-04
2022-04-03,TV (Non-English),6,10890000,17,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2022-04
2022-04-03,TV (Non-English),7,9430000,10,all of us are dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61.0,"action, drama, scifi, horror, thriller, fantasy",South Korea,tt14169960,7.5,45027.0,1,0,1,0,0,0,2022-04
2022-04-03,TV (Non-English),8,9340000,6,juvenile justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61.0,"drama, crime",South Korea,tt15553922,8.0,2633.0,1,0,0,0,1,0,2022-04
2022-04-03,TV (Non-English),9,6640000,16,the queen of flow,SHOW,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,TV-MA,45.0,"drama, family, music",Columbia,tt8560918,7.7,1247.0,1,0,0,1,0,0,2022-04
2022-04-03,TV (Non-English),10,5530000,1,pasión de gavilanes,series,"The Reyes brothers were three honest and good-natured men until the day a shocking, unforgettable tragedy sends them in search of revenge. Their plan takes an unexpected turn when they meet the three Elizondo sisters, the beautifu...",2003,TV-MA,6.0,"drama, romance","Colombia, United States",tt0387763,7.8,2527.0,1,0,0,0,0,1,2022-04
2022-03-27,Films (English),1,31700000,3,the adam project,MOVIE,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",2022,PG-13,106.0,"drama, action, comedy, scifi",United States,tt2463208,6.7,183489.0,1,1,1,0,0,0,2022-03
2022-03-27,Films (English),3,16450000,2,gemini man,movie,An over-the-hill hitman faces off against a younger clone of himself.,2019,PG-13,117.0,"action, adventure, sci-fi","China, United States",tt1025100,5.7,113927.0,0,0,1,0,0,0,2022-03
2022-03-27,Films (English),4,15490000,2,windfall,MOVIE,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",2022,R,92.0,"crime, drama, thriller",United States,tt15035360,5.7,20903.0,1,0,0,0,1,0,2022-03
2022-03-27,Films (English),5,7800000,1,john wick: chapter 2,movie,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life.",2017,R,122.0,"action, crime, thriller","United States, Italy, Hong Kong, Canada",tt4425200,7.4,428960.0,0,0,1,0,1,0,2022-03
2022-03-27,Films (English),6,7570000,1,the dead don't die,movie,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,2019,R,104.0,"comedy, fantasy, horror",United States,tt8695030,5.4,78901.0,0,1,0,0,0,0,2022-03
2022-03-27,Films (English),7,7440000,2,6 underground,MOVIE,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",2019,R,128.0,"thriller, comedy, action",United States,tt8106534,6.1,172083.0,0,1,1,0,0,0,2022-03
2022-03-27,Films (English),8,6740000,2,a walk among the tombstones,MOVIE,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2014,R,113.0,"drama, thriller, action, crime",United States,tt0365907,6.5,121232.0,1,0,1,0,1,0,2022-03
2022-03-27,Films (English),9,6350000,4,shrek,movie,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001,PG,9.0,"animation, adventure, comedy",United States,tt0126029,7.9,673516.0,0,1,0,0,0,0,2022-03
2022-03-27,Films (English),10,5750000,7,despicable me 2,movie,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",2013,PG,98.0,"animation, adventure, comedy","United States, France, Japan",tt1690953,7.3,400620.0,0,1,0,0,0,0,2022-03
2022-03-27,Films (Non-English),6,3030000,5,restless,MOVIE,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022,R,95.0,"thriller, action, crime","Belgium, France",tt14465894,5.8,4174.0,0,0,1,0,1,0,2022-03
2022-03-27,Films (Non-English),7,2520000,8,through my window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116.0,"drama, romance, comedy",Spain,tt14463484,5.4,9082.0,1,1,0,0,0,1,2022-03
2022-03-27,TV (English),1,193020000,1,bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62.0,"drama, history, romance",United States,tt8740790,7.3,129085.0,1,0,0,0,0,1,2022-03
2022-03-27,TV (English),2,48940000,1,is it cake?,SHOW,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",2022,TV-PG,39.0,reality,United States,tt18314214,5.7,2411.0,0,0,0,0,0,0,2022-03
2022-03-27,TV (English),3,32280000,1,bridgerton,SHOW,"Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",2020,TV-MA,62.0,"drama, history, romance",United States,tt8740790,7.3,129085.0,1,0,0,0,0,1,2022-03
2022-03-27,TV (English),4,30640000,2,top boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48.0,"drama, crime, thriller, european",United Kingdom,tt1830379,8.4,24165.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (English),4,30640000,2,top boy,SHOW,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",2019,TV-MA,53.0,"drama, crime",United Kingdom,tt1830379,8.4,25798.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (English),5,28990000,7,inventing anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68.0,drama,United States,tt8740976,6.8,61061.0,1,0,0,0,0,0,2022-03
2022-03-27,TV (English),6,27820000,3,the last kingdom,SHOW,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,TV-MA,55.0,"action, drama, war, history, european",United Kingdom,tt4179452,8.5,132561.0,1,0,1,0,0,0,2022-03
2022-03-27,TV (English),7,21770000,4,pieces of her,series,"On her 30th birthday out for lunch with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed.",2022,TV-MA,1.0,"crime, drama, mystery",United States,tt9170236,6.3,25949.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (English),8,19260000,1,top boy,SHOW,"A thrilling and raw crime drama following a gang of drug dealers in Hackney, London - an honest and gripping rendition of inner-city drug and gang culture.",2011,TV-MA,48.0,"drama, crime, thriller, european",United Kingdom,tt1830379,8.4,24165.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (English),8,19260000,1,top boy,SHOW,"Two seasoned drug dealers return to the gritty street of London, but their pursuit of money and power is threatened by a young and ruthless hustler.",2019,TV-MA,53.0,"drama, crime",United Kingdom,tt1830379,8.4,25798.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (English),9,17570000,2,bad vegan: fame. fraud. fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52.0,"documentation, crime",United States,tt18260538,5.8,6134.0,0,0,0,0,1,0,2022-03
2022-03-27,TV (English),10,16230000,1,human resources,SHOW,"Lovebugs, Hormone Monsters and a parade of other creatures juggle romance, workplace drama and their human clients' needs in this ""Big Mouth"" spinoff.",2022,TV-MA,27.0,"animation, comedy, romance",United States,tt11092142,7.2,5579.0,0,1,0,0,0,1,2022-03
2022-03-27,TV (Non-English),1,30940000,3,business proposal,SHOW,An ordinary office worker disguises herself and goes on a blind date with her attractive boss in the place of her friend to end this unwanted marriage blind date after her request.,2022,TV-14,61.0,"drama, romance, comedy",South Korea,tt14819828,8.1,7806.0,1,1,0,0,0,1,2022-03
2022-03-27,TV (Non-English),2,24150000,5,twenty five twenty one,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76.0,"drama, romance",South Korea,tt17513352,8.7,5746.0,1,0,0,0,0,1,2022-03
2022-03-27,TV (Non-English),4,14480000,5,forecasting love and weather,SHOW,"Inside a national weather service, love proves just as difficult to predict as rain or shine for a diligent forecaster and her free-spirited co-worker.",2022,TV-14,66.0,"drama, romance",South Korea,tt15140592,7.1,1617.0,1,0,0,0,0,1,2022-03
2022-03-27,TV (Non-English),5,13260000,1,cracow monsters,SHOW,A young woman haunted by her past joins a mysterious professor and his group of gifted students who investigate paranormal activity — and fight demons.,2022,TV-MA,52.0,"scifi, drama, fantasy, horror, thriller",Poland,tt15096836,5.5,1694.0,1,0,0,0,0,0,2022-03
2022-03-27,TV (Non-English),6,12510000,5,juvenile justice,SHOW,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,2022,TV-MA,61.0,"drama, crime",South Korea,tt15553922,8.0,2633.0,1,0,0,0,1,0,2022-03
2022-03-27,TV (Non-English),7,11380000,9,all of us are dead,SHOW,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,2022,TV-MA,61.0,"action, drama, scifi, horror, thriller, fantasy",South Korea,tt14169960,7.5,45027.0,1,0,1,0,0,0,2022-03
2022-03-27,TV (Non-English),8,11160000,16,"yo soy betty, la fea",series,"An outcast in a prominent fashion company, a sweet-hearted and unattractive assistant falls hopelessly in love with her boss.",1999,TV-PG,3.0,"comedy, drama, romance",Colombia,tt0233127,8.2,3286.0,1,1,0,0,0,1,2022-03
2022-03-27,TV (Non-English),9,10430000,3,thirty-nine,SHOW,"Leaning on each other through thick and thin, a trio of best friends stand together as they experience life, love and loss on the brink of turning 40.",2022,TV-MA,73.0,"drama, romance",South Korea,tt15309342,7.9,150.0,1,0,0,0,0,1,2022-03
2022-03-27,TV (Non-English),10,8150000,1,pedal to metal,SHOW,"After a race they drive in ends fatally, friends Kike and Noche flee to Mexico City to hide, rebuild their lives and escape danger ... or at least try.",2022,TV-MA,0.0,"drama, action, thriller, crime",Mexico,tt18568732,7.7,59.0,1,0,1,0,1,0,2022-03
2022-03-20,Films (English),1,85360000,2,the adam project,MOVIE,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",2022,PG-13,106.0,"drama, action, comedy, scifi",United States,tt2463208,6.7,183489.0,1,1,1,0,0,0,2022-03
2022-03-20,Films (English),3,11840000,1,gemini man,movie,An over-the-hill hitman faces off against a younger clone of himself.,2019,PG-13,117.0,"action, adventure, sci-fi","China, United States",tt1025100,5.7,113927.0,0,0,1,0,0,0,2022-03
2022-03-20,Films (English),4,11650000,2,the ice road,MOVIE,"After a remote diamond mine collapses in far northern Canada, an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.",2021,PG-13,109.0,"action, thriller, drama",United States,tt3758814,5.6,38927.0,1,0,1,0,0,0,2022-03
2022-03-20,Films (English),6,9030000,1,a walk among the tombstones,MOVIE,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2014,R,113.0,"drama, thriller, action, crime",United States,tt0365907,6.5,121232.0,1,0,1,0,1,0,2022-03
2022-03-20,Films (English),7,8360000,1,windfall,MOVIE,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",2022,R,92.0,"crime, drama, thriller",United States,tt15035360,5.7,20903.0,1,0,0,0,1,0,2022-03
2022-03-20,Films (English),8,7870000,3,shrek,movie,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",2001,PG,9.0,"animation, adventure, comedy",United States,tt0126029,7.9,673516.0,0,1,0,0,0,0,2022-03
2022-03-20,Films (English),9,6750000,3,shrek 2,movie,"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",2004,PG,93.0,"animation, adventure, comedy",United States,tt0298148,7.3,461891.0,0,1,0,0,0,0,2022-03
2022-03-20,Films (Non-English),5,4560000,4,restless,MOVIE,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",2022,R,95.0,"thriller, action, crime","Belgium, France",tt14465894,5.8,4174.0,0,0,1,0,1,0,2022-03
2022-03-20,Films (Non-English),9,3050000,7,through my window,MOVIE,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",2022,R,116.0,"drama, romance, comedy",Spain,tt14463484,5.4,9082.0,1,1,0,0,0,1,2022-03
2022-03-20,TV (English),1,48950000,2,the last kingdom,SHOW,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,TV-MA,55.0,"action, drama, war, history, european",United Kingdom,tt4179452,8.5,132561.0,1,0,1,0,0,0,2022-03
2022-03-20,TV (English),2,40080000,3,pieces of her,series,"On her 30th birthday out for lunch with her mother suddenly explodes into violence, an adrift young woman's conception of her mother is forever changed.",2022,TV-MA,1.0,"crime, drama, mystery",United States,tt9170236,6.3,25949.0,1,0,0,0,1,0,2022-03
2022-03-20,TV (English),3,39090000,6,inventing anna,SHOW,"A journalist with a lot to prove investigates the case of Anna Delvey, the Instagram-legendary German heiress who stole the hearts of New York’s social scene – and stole their money as well.",2022,TV-MA,68.0,drama,United States,tt8740976,6.8,61061.0,1,0,0,0,0,0,2022-03
2022-03-20,TV (English),4,29020000,2,formula 1: drive to survive,SHOW,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",2019,TV-MA,38.0,"documentation, sport",United Kingdom,tt8289930,8.6,38345.0,0,0,0,0,0,0,2022-03
2022-03-20,TV (English),5,26960000,1,bad vegan: fame. fraud. fugitives.,SHOW,"After marrying a mysterious man who claimed he could make her dog immortal, a celebrated vegan restaurateur finds her life veering off the rails.",2022,TV-MA,52.0,"documentation, crime",United States,tt18260538,5.8,6134.0,0,0,0,0,1,0,2022-03
